Athlete Name,Medal Type,Medal Date,Country Code,Gender,Sport Discipline
SUSAKI Yui,Bronze Medal,8/7/2024,JPN,F,Wrestling
Josef DOSTAL,Gold Medal,8/10/2024,CZE,M,Canoe Sprint
Adam VARGA,Silver Medal,8/10/2024,HUN,M,Canoe Sprint
Swapnil KUSALE,Bronze Medal,8/1/2024,IND,M,Shooting
Katie VINCENT,Gold Medal,8/10/2024,CAN,F,Canoe Sprint
Nevin HARRISON,Silver Medal,8/10/2024,USA,F,Canoe Sprint
Switzerland,Bronze Medal,8/2/2024,SUI,M,Rowing
Lisa CARRINGTON,Gold Medal,8/10/2024,NZL,F,Canoe Sprint
Tamara CSIPES,Silver Medal,8/10/2024,HUN,F,Canoe Sprint
Taha AKGUL,Bronze Medal,8/10/2024,TUR,M,Wrestling
Portugal,Gold Medal,8/10/2024,POR,M,Cycling Track
Italy,Silver Medal,8/10/2024,ITA,M,Cycling Track
TANG Chia-Hung,Bronze Medal,8/5/2024,TPE,M,Artistic Gymnastics
CAO Yuan,Gold Medal,8/10/2024,CHN,M,Diving
TAMAI Rikuto,Silver Medal,8/10/2024,JPN,M,Diving
Tara BABULFATH,Bronze Medal,7/27/2024,SWE,F,Judo
United States,Gold Medal,8/10/2024,USA,F,Football
Brazil,Silver Medal,8/10/2024,BRA,F,Football
Lydia KO,Gold Medal,8/10/2024,NZL,F,Golf
Esther HENSELEIT,Silver Medal,8/10/2024,GER,F,Golf
Tatiana RENTERIA RENTERIA,Bronze Medal,8/11/2024,COL,F,Wrestling
Norway,Gold Medal,8/10/2024,NOR,F,Handball
France,Silver Medal,8/10/2024,FRA,F,Handball
Temur RAKHIMOV,Bronze Medal,8/2/2024,TJK,M,Judo
Ahmed ELGENDY,Gold Medal,8/10/2024,EGY,M,Modern Pentathlon
SATO Taishu,Silver Medal,8/10/2024,JPN,M,Modern Pentathlon
Tes SCHOUTEN,Bronze Medal,8/1/2024,NED,F,Swimming
Janja GARNBRET,Gold Medal,8/10/2024,SLO,F,Sport Climbing
Brooke RABOUTOU,Silver Medal,8/10/2024,USA,F,Sport Climbing
Theodoros TSELIDIS,Bronze Medal,7/31/2024,GRE,M,Judo
China,Gold Medal,8/10/2024,CHN,F,Table Tennis
Japan,Silver Medal,8/10/2024,JPN,F,Table Tennis
Turpal Ali BISULTANOV,Bronze Medal,8/8/2024,DEN,M,Wrestling
Arian SALIMI,Gold Medal,8/10/2024,IRI,M,Taekwondo
Caden CUNNINGHAM,Silver Medal,8/10/2024,GBR,M,Taekwondo
Althea LAURIN,Gold Medal,8/10/2024,FRA,F,Taekwondo
Svetlana OSIPOVA,Silver Medal,8/10/2024,UZB,F,Taekwondo
France,Gold Medal,8/10/2024,FRA,M,Volleyball
Poland,Silver Medal,8/10/2024,POL,M,Volleyball
Uzur DZHUZUPBEKOV,Bronze Medal,8/7/2024,KGZ,M,Wrestling
Spain,Gold Medal,8/10/2024,ESP,F,Water Polo
Australia,Silver Medal,8/10/2024,AUS,F,Water Polo
van der WE/GREEN,Bronze Medal,8/9/2024,AUS,M,Canoe Sprint
Lasha TALAKHADZE,Gold Medal,8/10/2024,GEO,M,Weightlifting
Varazdat LALAYAN,Silver Medal,8/10/2024,ARM,M,Weightlifting
Veronika MAJOR,Bronze Medal,8/3/2024,HUN,F,Shooting
LIU Huanhua,Gold Medal,8/10/2024,CHN,M,Weightlifting
Akbar DJURAEV,Silver Medal,8/10/2024,UZB,M,Weightlifting
VICTOR,Bronze Medal,8/10/2024,USA,M,Breaking
Solfrid Eila Amena KOANDA,Gold Medal,8/10/2024,NOR,F,Weightlifting
Sara AHMED,Silver Medal,8/10/2024,EGY,F,Weightlifting
Viktorija SENKUTE,Bronze Medal,8/3/2024,LTU,F,Rowing
Geno PETRIASHVILI,Gold Medal,8/10/2024,GEO,M,Wrestling
Amir Hossein ZARE,Silver Medal,8/10/2024,IRI,M,Wrestling
WANG Shun,Bronze Medal,8/2/2024,CHN,M,Swimming
WANG Xinjie,Bronze Medal,8/5/2024,CHN,M,Shooting
Razambek Salambekovitch JAMALOV,Gold Medal,8/10/2024,UZB,M,Wrestling
TAKATANI Daichi,Silver Medal,8/10/2024,JPN,M,Wrestling
Wout van AERT,Bronze Medal,7/27/2024,BEL,M,Cycling Road
WU Shih Yi,Bronze Medal,8/3/2024,TPE,F,Boxing
MOTOKI Sakura,Gold Medal,8/10/2024,JPN,F,Wrestling
Iryna KOLIADENKO,Silver Medal,8/10/2024,UKR,F,Wrestling
Wyatt SANFORD,Bronze Medal,8/4/2024,CAN,M,Boxing
XIAO Ruoteng,Bronze Medal,7/31/2024,CHN,M,Artistic Gymnastics
Sifan HASSAN,Gold Medal,8/11/2024,NED,F,Athletics
Tigst ASSEFA,Silver Medal,8/11/2024,ETH,F,Athletics
YAN Langyu,Bronze Medal,8/2/2024,CHN,M,Trampoline Gymnastics
United States,Gold Medal,8/11/2024,USA,F,Basketball
France,Silver Medal,8/11/2024,FRA,F,Basketball
Yared NUGUSE,Bronze Medal,8/6/2024,USA,M,Athletics
Harrie LAVREYSEN,Gold Medal,8/11/2024,NED,M,Cycling Track
Matthew RICHARDSON,Silver Medal,8/11/2024,AUS,M,Cycling Track
Yarisleidis CIRILO DUBOYS,Bronze Medal,8/10/2024,CUB,F,Canoe Sprint
Jennifer VALENTE,Gold Medal,8/11/2024,USA,F,Cycling Track
Daria PIKULIK,Silver Medal,8/11/2024,POL,F,Cycling Track
Yauheni TSIKHANTSOU,Bronze Medal,8/10/2024,AIN,M,Weightlifting
Ellesse ANDREWS,Gold Medal,8/11/2024,NZL,F,Cycling Track
Lea FRIEDRICH,Silver Medal,8/11/2024,GER,F,Cycling Track
Yunior ALCANTARA REYES,Bronze Medal,8/4/2024,DOM,M,Boxing
Denmark,Gold Medal,8/11/2024,DEN,M,Handball
Germany,Silver Medal,8/11/2024,GER,M,Handball
Zhan BELENIUK,Bronze Medal,8/8/2024,UKR,M,Wrestling
Michelle GULYAS,Gold Medal,8/11/2024,HUN,F,Modern Pentathlon
Elodie CLOUVEL,Silver Medal,8/11/2024,FRA,F,Modern Pentathlon
ZHANG Boheng,Bronze Medal,8/5/2024,CHN,M,Artistic Gymnastics
Italy,Gold Medal,8/11/2024,ITA,F,Volleyball
United States,Silver Medal,8/11/2024,USA,F,Volleyball
Serbia,Gold Medal,8/11/2024,SRB,M,Water Polo
Croatia,Silver Medal,8/11/2024,CRO,M,Water Polo
ZHANG Qiongyue,Bronze Medal,8/2/2024,CHN,F,Shooting
LI Wenwen,Gold Medal,8/11/2024,CHN,F,Weightlifting
PARK Hyejeong,Silver Medal,8/11/2024,KOR,F,Weightlifting
ZHANG Yufei,Bronze Medal,7/28/2024,CHN,F,Swimming
KIYOOKA Kotaro,Gold Medal,8/11/2024,JPN,M,Wrestling
Rahman AMOUZADKHALILI,Silver Medal,8/11/2024,IRI,M,Wrestling
ZHANG Yufei,Bronze Medal,8/1/2024,CHN,F,Swimming
ZHANG Yufei,Bronze Medal,8/4/2024,CHN,F,Swimming
Akhmed TAZHUDINOV,Gold Medal,8/11/2024,BRN,M,Wrestling
Givi MATCHARASHVILI,Silver Medal,8/11/2024,GEO,M,Wrestling
ZHAO Jie,Bronze Medal,8/6/2024,CHN,F,Athletics
Zholaman SHARSHENBEKOV,Bronze Medal,8/6/2024,KGZ,M,Wrestling
KAGAMI Yuka,Gold Medal,8/11/2024,JPN,F,Wrestling
Kennedy Alexis BLADES,Silver Medal,8/11/2024,USA,F,Wrestling
Zii Jia LEE,Bronze Medal,8/5/2024,MAS,M,Badminton
Zoe CLAESSENS,Bronze Medal,8/2/2024,SUI,F,Cycling BMX Racing
